Radius,BStrength,ApexHeight,OrientationCme,iHelicity,restartdir,realization
0.7625,16.930532786885248,0.8744921875,215.75,-1.0,12.0,[10.0]
0.6125,21.94892857142857,0.5531640625,188.75,1.0,12.0,[10.0]
0.4375,31.949499999999997,0.46894531249999993,166.25,-1.0,12.0,[10.0]
0.6625,5.778632075471698,0.7349609375,175.25,1.0,12.0,[4.0]
0.5375,8.116337209302324,0.5559765625,238.25,1.0,12.0,[4.0]
0.38749999999999996,12.636693548387097,0.36449218749999995,179.75,1.0,12.0,[4.0]
0.7124999999999999,7.6223245614035084,0.8705859374999999,206.75,1.0,12.0,[4.0]
0.3125,19.0883,0.3408203125,220.25,-1.0,12.0,[4.0]
0.5874999999999999,11.062606382978725,0.6958203124999999,161.75,-1.0,12.0,[4.0]
0.5125,13.723841463414635,0.45324218749999995,202.25,1.0,12.0,[4.0]
0.7875,9.609722222222222,0.8293359375,193.25,1.0,12.0,[4.0]
0.6875,11.7845,0.6337890625,233.75,1.0,12.0,[4.0]
0.4125,20.93583333333333,0.48082031249999996,242.75,-1.0,12.0,[4.0]
0.33749999999999997,27.17101851851852,0.3364453124999999,157.25,-1.0,12.0,[4.0]
0.4875,19.906474358974357,0.5499609375,184.25,-1.0,12.0,[4.0]
0.6375,16.060539215686273,0.6474609375,211.25,1.0,12.0,[4.0]
0.5625,19.151611111111112,0.6978515625,229.25,-1.0,12.0,[4.0]
0.7375,15.331483050847455,0.7213671875000001,170.75,-1.0,12.0,[4.0]
0.3625,32.665258620689656,0.43613281249999997,197.75,-1.0,12.0,[4.0]
0.4625,26.757499999999993,0.4437109375,224.75,1.0,12.0,[4.0]
0.7625,16.930532786885248,0.8744921875,215.75,-1.0,12.0,[4.0]
0.6125,21.94892857142857,0.5531640625,188.75,1.0,12.0,[4.0]
0.4375,31.949499999999997,0.46894531249999993,166.25,-1.0,12.0,[4.0]
0.6625,5.778632075471698,0.7349609375,175.25,1.0,4.0,[9.0]
0.5375,8.116337209302324,0.5559765625,238.25,1.0,4.0,[9.0]
0.38749999999999996,12.636693548387097,0.36449218749999995,179.75,1.0,4.0,[9.0]
0.7124999999999999,7.6223245614035084,0.8705859374999999,206.75,1.0,4.0,[9.0]
0.3125,19.0883,0.3408203125,220.25,-1.0,4.0,[9.0]
0.5874999999999999,11.062606382978725,0.6958203124999999,161.75,-1.0,4.0,[9.0]
0.5125,13.723841463414635,0.45324218749999995,202.25,1.0,4.0,[9.0]
0.7875,9.609722222222222,0.8293359375,193.25,1.0,4.0,[9.0]
0.6875,11.7845,0.6337890625,233.75,1.0,4.0,[9.0]
0.4125,20.93583333333333,0.48082031249999996,242.75,-1.0,4.0,[9.0]
0.33749999999999997,27.17101851851852,0.3364453124999999,157.25,-1.0,4.0,[9.0]
0.4875,19.906474358974357,0.5499609375,184.25,-1.0,4.0,[9.0]
0.6375,16.060539215686273,0.6474609375,211.25,1.0,4.0,[9.0]
0.5625,19.151611111111112,0.6978515625,229.25,-1.0,4.0,[9.0]
0.7375,15.331483050847455,0.7213671875000001,170.75,-1.0,4.0,[9.0]
0.3625,32.665258620689656,0.43613281249999997,197.75,-1.0,4.0,[9.0]
0.4625,26.757499999999993,0.4437109375,224.75,1.0,4.0,[9.0]
0.7625,16.930532786885248,0.8744921875,215.75,-1.0,4.0,[9.0]
0.6125,21.94892857142857,0.5531640625,188.75,1.0,4.0,[9.0]
0.4375,31.949499999999997,0.46894531249999993,166.25,-1.0,4.0,[9.0]
0.6625,5.778632075471698,0.7349609375,175.25,1.0,12.0,[5.0]
0.5375,8.116337209302324,0.5559765625,238.25,1.0,12.0,[5.0]
0.38749999999999996,12.636693548387097,0.36449218749999995,179.75,1.0,12.0,[5.0]
0.7124999999999999,7.6223245614035084,0.8705859374999999,206.75,1.0,12.0,[5.0]
0.3125,19.0883,0.3408203125,220.25,-1.0,12.0,[5.0]
0.5874999999999999,11.062606382978725,0.6958203124999999,161.75,-1.0,12.0,[5.0]
0.5125,13.723841463414635,0.45324218749999995,202.25,1.0,12.0,[5.0]
0.7875,9.609722222222222,0.8293359375,193.25,1.0,12.0,[5.0]
0.6875,11.7845,0.6337890625,233.75,1.0,12.0,[5.0]
0.4125,20.93583333333333,0.48082031249999996,242.75,-1.0,12.0,[5.0]
0.33749999999999997,27.17101851851852,0.3364453124999999,157.25,-1.0,12.0,[5.0]
0.4875,19.906474358974357,0.5499609375,184.25,-1.0,12.0,[5.0]
0.6375,16.060539215686273,0.6474609375,211.25,1.0,12.0,[5.0]
0.5625,19.151611111111112,0.6978515625,229.25,-1.0,12.0,[5.0]
0.7375,15.331483050847455,0.7213671875000001,170.75,-1.0,12.0,[5.0]
0.3625,32.665258620689656,0.43613281249999997,197.75,-1.0,12.0,[5.0]
0.4625,26.757499999999993,0.4437109375,224.75,1.0,12.0,[5.0]
0.7625,16.930532786885248,0.8744921875,215.75,-1.0,12.0,[5.0]
0.6125,21.94892857142857,0.5531640625,188.75,1.0,12.0,[5.0]
0.4375,31.949499999999997,0.46894531249999993,166.25,-1.0,12.0,[5.0]
